Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Separations,Baltimore County WIA,Maryland Separations by Industry,2018Q3,56,Administrative and Support and Waste Management and Remediation Services,13257
Separations,Baltimore County WIA,Maryland Separations by Industry,2019Q3,56,Administrative and Support and Waste Management and Remediation Services,10744
Separations,Baltimore County WIA,Maryland Separations by Industry,2015Q4,56,Administrative and Support and Waste Management and Remediation Services,12783
Separations,Baltimore County WIA,Maryland Separations by Industry,2016Q4,56,Administrative and Support and Waste Management and Remediation Services,12982
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,1537
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,1600
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,1702
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,1751
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,1821
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,2028
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,1690
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,1731
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,1803
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,1846
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,1940
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,0
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,1665
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,1779
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2017Q3,72,Accommodation and Food Services,1759
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,1827
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,1883
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2015Q4,72,Accommodation and Food Services,1817
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2016Q4,72,Accommodation and Food Services,1804
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2017Q4,72,Accommodation and Food Services,1814
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2018Q4,72,Accommodation and Food Services,1963
Earnings,Baltimore County WIA,Maryland Average Earnings by Industry,2019Q4,72,Accommodation and Food Services,2027
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2015Q1,72,Accommodation and Food Services,264
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2016Q1,72,Accommodation and Food Services,589
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2017Q1,72,Accommodation and Food Services,625
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,459
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2019Q1,72,Accommodation and Food Services,333
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2020Q1,72,Accommodation and Food Services,-6599
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2015Q2,72,Accommodation and Food Services,1425
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2016Q2,72,Accommodation and Food Services,1096
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2017Q2,72,Accommodation and Food Services,927
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2018Q2,72,Accommodation and Food Services,1213
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2019Q2,72,Accommodation and Food Services,1452
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,0
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-401
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-630
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-413
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-561
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-1077
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-48
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-43
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-211
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-752
Job Change,Baltimore County WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-397
New Hires,Baltimore County WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,5541
New Hires,Baltimore County WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,6476
New Hires,Baltimore County WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,6764
New Hires,Baltimore County WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,6507
